""	"symbol"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"de"
"TC0900001070.mm.1"	"Myo6"	-0.859632740268784	-1.08302443442065	-0.636241046116915	2.99890692683679	-9.20996839099932	5.22552772473394e-05	0.00179952254192133	2.49600242670969	"down"
"TC0800003102.mm.1"	"Dbndd1"	0.73993404590377	0.547428715011548	0.932439376795991	3.62723545158782	9.19946271538625	5.26254306329053e-05	0.00180762155977357	2.48844121328416	"up"
"TC0700004174.mm.1"	"Tmc7"	-0.872765002076459	-1.10008810961658	-0.645441894536341	3.75505145276015	-9.18895134576835	5.29987820895017e-05	0.00181009268639121	2.48086752561181	"down"
"TC0500001382.mm.1"	"Hvcn1"	0.746821385353568	0.552188973694399	0.941453797012737	3.34278041137225	9.18361767403037	5.31893831924634e-05	0.00181009268639121	2.477021281579	"up"
"TC1300000089.mm.1"	"Lyst"	-0.758303843417305	-0.956006906004952	-0.560600780829658	2.88260380647605	-9.17998716136373	5.33195685686506e-05	0.00181009268639121	2.47440199118454	"down"
"TC0400000446.mm.1"	"Npr2"	-0.85232509229196	-1.07462438905962	-0.630025795524305	4.57606861482783	-9.17654923207471	5.34431834300499e-05	0.00181009268639121	2.47192071886279	"down"
"TC1800001752.mm.1"	"Tmed7"	-1.29835765301639	-1.63705897391572	-0.959656332117056	3.35624409761212	-9.1746533780602	5.35114910022619e-05	0.00181009268639121	2.4705520307579	"down"
"TC1400002018.mm.1"	"Rnase13"	1.09602729954381	0.81009211014192	1.3819624889457	2.49154120314515	9.1741530032185	5.35295361079926e-05	0.00181009268639121	2.47019074575839	"up"
"TC1200000838.mm.1"	"Batf"	0.807169888725775	0.596591363834755	1.01774841361679	3.86452151845248	9.17409190975243	5.35317398079862e-05	0.00181009268639121	2.47014663321633	"up"
"TC0700003778.mm.1"	"Tsku"	0.930900197121932	0.687958348296389	1.17384204594747	3.42664651578235	9.17092208270792	5.36462206660909e-05	0.00181009268639121	2.46785746939649	"up"
"TC0500002856.mm.1"	"Nkx6-1"	0.843153195246757	0.622526190351052	1.06378020014246	4.47095658802978	9.14660732009567	5.45337176073689e-05	0.00182929168582254	2.45027251934828	"up"
"TC0400001445.mm.1"	"Grik3"	-0.803261513806985	-1.01349458744303	-0.593028440170942	4.08030992372316	-9.14467200607829	5.46050740112923e-05	0.00182929168582254	2.448870919154	"down"
