""	"symbol"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"de"
"TC0700000859.mm.1"	"Ntn5"	0.261182783395951	0.0471125515676204	0.475253015224281	4.24588692443549	2.92011852880802	0.0238366115419359	0.0424733294631985	-4.14571780028272	"no_sig"
"TC1100000264.mm.1"	"Fancl"	0.283425188468608	0.0510936345296115	0.515756742407605	1.43380153195831	2.91972844210895	0.0238494274706701	0.0424894923559975	-4.14628426169386	"no_sig"
"TC0500001411.mm.1"	"Psmd9"	0.412637155182316	0.0743726649744255	0.750901645390207	3.23274943808351	2.91960524217766	0.0238534766126674	0.0424894923559975	-4.14646316771235	"no_sig"
"TC0700002615.mm.1"	"Rabac1"	-0.517486412161383	-0.941707925181492	-0.0932648991412743	4.35215181863121	-2.91956719964246	0.0238547270829841	0.0424903313903543	-4.1465184117738	"down"
"TC0700003596.mm.1"	"Crtc3"	-0.273594415236723	-0.497907383345497	-0.0492814471279497	4.31599864665389	-2.91920812869279	0.023866533300745	0.0425099717818994	-4.14703984717656	"no_sig"
"TC0700001701.mm.1"	"Ccp110"	-0.429777407593936	-0.782145635056293	-0.07740918013158	2.85688671299641	-2.91916775839466	0.0238678610613892	0.0425109477538004	-4.147098472644	"no_sig"
"TC1000000388.mm.1"	"Scml4"	0.243424180677021	0.0438348854224364	0.443013475931607	2.98573818164885	2.91903085631167	0.0238723642941727	0.0425175792973252	-4.14729728173738	"no_sig"
"TC0300001760.mm.1"	"Fndc3b"	-0.274682669630493	-0.499939782376666	-0.0494255568843197	3.72800628302616	-2.91853536385632	0.0238886705020266	0.0425438413507834	-4.14801684627004	"no_sig"
"TC0700004589.mm.1"	"Cars"	0.239741743988505	0.0431326125361423	0.436350875440868	3.55344694565579	2.91844954297838	0.0238914959945929	0.0425474833441977	-4.14814147886587	"no_sig"
"TC0100003855.mm.1"	"Cr1l"	-0.309541836686191	-0.563513272928101	-0.0555704004442815	2.73790242191593	-2.91706894497296	0.0239369985697242	0.0426173800411552	-4.15014650946597	"no_sig"
"TC0900001453.mm.1"	"Smarcc1"	-0.266975441295223	-0.486094389775054	-0.0478564928153916	3.28825170507254	-2.91610791386897	0.0239687272929351	0.0426648235149651	-4.15154228389908	"no_sig"
"TC1100003447.mm.1"	"Rps6kb1"	-0.279627937341779	-0.509164628935715	-0.0500912457478432	2.88573730723185	-2.91568535230841	0.0239826924616043	0.0426833985260168	-4.15215602040132	"no_sig"
"TC1700002564.mm.1"	"Cdc42ep3"	0.242655869602901	0.043459033768983	0.441852705436819	3.29641788331834	2.9155505723447	0.0239871486054839	0.0426899356560135	-4.15235177997178	"no_sig"
"TC0300000888.mm.1"	"Vps72"	-0.292528908095036	-0.53272430764579	-0.0523335085442824	4.06600388225941	-2.91485072453191	0.0240103014086071	0.0427241666989426	-4.15336828565087	"no_sig"
"TC1800001229.mm.1"	"Pcdh12"	0.469442539894687	0.0839784863653871	0.854906593423986	2.31190079351632	2.91481349373445	0.0240115337676999	0.0427249649708651	-4.15342236308385	"no_sig"
