Gene name	Gene type	ILLUMINA HumanHT 12 V3 probe
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
APOBR	protein_coding	ILMN_1697925
APOBR	protein_coding	ILMN_1697925
IL27	protein_coding	ILMN_1753758
NUPR1	protein_coding	ILMN_1810560
NUPR1	protein_coding	ILMN_1810560
NUPR1	protein_coding	ILMN_1810560
SGF29	protein_coding	ILMN_1701477
SGF29	protein_coding	ILMN_1684789
SGF29	protein_coding	ILMN_1701477
SGF29	protein_coding	ILMN_1684789
SGF29	protein_coding	ILMN_1684789
SGF29	protein_coding	ILMN_1701477
SGF29	protein_coding	ILMN_1684789
SULT1A2	protein_coding	ILMN_1656900
SULT1A2	protein_coding	ILMN_2336133
SULT1A2	protein_coding	ILMN_1798528
SULT1A2	protein_coding	ILMN_2400372
SULT1A2	protein_coding	ILMN_2336133
SULT1A2	protein_coding	ILMN_2336133
SULT1A2	protein_coding	ILMN_2400372
SULT1A2	protein_coding	ILMN_2336133
SULT1A2	protein_coding	ILMN_2400372
SULT1A2	protein_coding	ILMN_2336133
SULT1A2	protein_coding	ILMN_2400372
SULT1A1	protein_coding	ILMN_1778756
SULT1A1	protein_coding	ILMN_1656900
SULT1A1	protein_coding	ILMN_2336133
SULT1A1	protein_coding	ILMN_2404795
SULT1A1	protein_coding	ILMN_1778756
SULT1A1	protein_coding	ILMN_2336133
SULT1A1	protein_coding	ILMN_2404795
SULT1A1	protein_coding	ILMN_1778756
SULT1A1	protein_coding	ILMN_2336133
SULT1A1	protein_coding	ILMN_2404795
SULT1A1	protein_coding	ILMN_1778756
SULT1A1	protein_coding	ILMN_2336133
SULT1A1	protein_coding	ILMN_2404795
SULT1A1	protein_coding	ILMN_1778756
SULT1A1	protein_coding	ILMN_2336133
SULT1A1	protein_coding	ILMN_2404795
SULT1A1	protein_coding	ILMN_1778756
SULT1A1	protein_coding	ILMN_2336133
SULT1A1	protein_coding	ILMN_2404795
SULT1A1	protein_coding	ILMN_1778756
SULT1A1	protein_coding	ILMN_2336133
SULT1A1	protein_coding	ILMN_2404795
SULT1A1	protein_coding	ILMN_1778756
SULT1A1	protein_coding	ILMN_2336133
SULT1A1	protein_coding	ILMN_2404795
SULT1A1	protein_coding	ILMN_1778756
SULT1A1	protein_coding	ILMN_2336133
SULT1A1	protein_coding	ILMN_2404795
SULT1A1	protein_coding	ILMN_1778756
SULT1A1	protein_coding	ILMN_2336133
SULT1A1	protein_coding	ILMN_2404795
SULT1A1	protein_coding	ILMN_1778756
SULT1A1	protein_coding	ILMN_2336133
SULT1A1	protein_coding	ILMN_2404795
NPIPB8	protein_coding	ILMN_1735467
NPIPB8	protein_coding	ILMN_1758798
NPIPB8	protein_coding	ILMN_1687571
NPIPB8	protein_coding	ILMN_1738217
AC145285.4	unprocessed_pseudogene	ILMN_1700627
EIF3C	protein_coding	ILMN_1700723
EIF3C	protein_coding	ILMN_1725984
EIF3C	protein_coding	ILMN_1725984
EIF3C	protein_coding	ILMN_1660942
EIF3C	protein_coding	ILMN_1660942
EIF3C	protein_coding	ILMN_1725984
EIF3C	protein_coding	ILMN_1725984
NPIPB9	protein_coding	ILMN_1735467
NPIPB9	protein_coding	ILMN_1758798
AC145285.7	unprocessed_pseudogene	ILMN_1700627
AC145285.2	lncRNA	ILMN_1700723
ATXN2L	protein_coding	ILMN_2271627
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_2271627
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_1680380
ATXN2L	protein_coding	ILMN_1680380
ATXN2L	protein_coding	ILMN_2271627
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_2354334
ATXN2L	protein_coding	ILMN_2271627
ATXN2L	protein_coding	ILMN_1705034
ATXN2L	protein_coding	ILMN_2271627
TUFM	protein_coding	ILMN_1738369
TUFM	protein_coding	ILMN_1738369
MIR4721	miRNA	ILMN_1738369
SH2B1	protein_coding	ILMN_2061185
SH2B1	protein_coding	ILMN_2061185
SH2B1	protein_coding	ILMN_2061185
SH2B1	protein_coding	ILMN_2061185
SH2B1	protein_coding	ILMN_2061185
SH2B1	protein_coding	ILMN_2061185
SH2B1	protein_coding	ILMN_2061185
CD19	protein_coding	ILMN_1782704
NFATC2IP	protein_coding	ILMN_1708510
NFATC2IP	protein_coding	ILMN_2278512
NFATC2IP	protein_coding	ILMN_2379080
NFATC2IP	protein_coding	ILMN_1725441
NFATC2IP	protein_coding	ILMN_1708510
NFATC2IP	protein_coding	ILMN_2278512
NFATC2IP	protein_coding	ILMN_2379080
NFATC2IP	protein_coding	ILMN_1708510
NFATC2IP	protein_coding	ILMN_2278512
NFATC2IP	protein_coding	ILMN_1708510
NFATC2IP	protein_coding	ILMN_2278512
MIR4517	miRNA	ILMN_1708510
MIR4517	miRNA	ILMN_2278512
SPNS1	protein_coding	ILMN_1681016
SPNS1	protein_coding	ILMN_1681016
SPNS1	protein_coding	ILMN_1681016
SPNS1	protein_coding	ILMN_1681016
SPNS1	protein_coding	ILMN_1681016
SPNS1	protein_coding	ILMN_1681016
SPNS1	protein_coding	ILMN_1681016
AC109460.3	lncRNA	ILMN_1691539
AC109460.3	lncRNA	ILMN_2404625
AC109460.3	lncRNA	ILMN_1681016
LAT	protein_coding	ILMN_1691539
LAT	protein_coding	ILMN_2404625
LAT	protein_coding	ILMN_1691539
LAT	protein_coding	ILMN_2404625
LAT	protein_coding	ILMN_1691539
LAT	protein_coding	ILMN_2404625
LAT	protein_coding	ILMN_1691539
LAT	protein_coding	ILMN_2404625
LAT	protein_coding	ILMN_1691539
LAT	protein_coding	ILMN_2404625
LAT	protein_coding	ILMN_1691539
LAT	protein_coding	ILMN_2404625
LAT	protein_coding	ILMN_1691539
LAT	protein_coding	ILMN_2404625
LAT	protein_coding	ILMN_1691539
LAT	protein_coding	ILMN_2404625
LAT	protein_coding	ILMN_1691539
LAT	protein_coding	ILMN_2404625
LAT	protein_coding	ILMN_1691539
LAT	protein_coding	ILMN_2404625
LAT	protein_coding	ILMN_1691539
LAT	protein_coding	ILMN_2404625
AC009093.3	transcribed_unprocessed_pseudogene	ILMN_1700627
AC025279.1	lncRNA	ILMN_1690064
AC025279.1	lncRNA	ILMN_1709164
SNX29P2	transcribed_unprocessed_pseudogene	ILMN_1690064
SNX29P2	transcribed_unprocessed_pseudogene	ILMN_1709164
SNX29P2	transcribed_unprocessed_pseudogene	ILMN_1690064
SNX29P2	transcribed_unprocessed_pseudogene	ILMN_1690064
SNX29P2	transcribed_unprocessed_pseudogene	ILMN_1775357
SNX29P2	transcribed_unprocessed_pseudogene	ILMN_1690064
SNX29P2	transcribed_unprocessed_pseudogene	ILMN_1775357
NPIPB11	protein_coding	ILMN_1656868
NPIPB11	protein_coding	ILMN_1735467
NPIPB11	protein_coding	ILMN_1768311
NPIPB11	protein_coding	ILMN_2208802
SMG1P6	unprocessed_pseudogene	ILMN_2184007
BOLA2	protein_coding	ILMN_1782633
BOLA2	protein_coding	ILMN_1810680
BOLA2	protein_coding	ILMN_1659343
BOLA2	protein_coding	ILMN_1782633
BOLA2	protein_coding	ILMN_1810680
BOLA2	protein_coding	ILMN_1659343
BOLA2-SMG1P6	protein_coding	ILMN_1782633
BOLA2-SMG1P6	protein_coding	ILMN_1810680
BOLA2-SMG1P6	protein_coding	ILMN_1782633
BOLA2-SMG1P6	protein_coding	ILMN_1810680
BOLA2-SMG1P6	protein_coding	ILMN_1659343
BOLA2-SMG1P6	protein_coding	ILMN_1782633
BOLA2-SMG1P6	protein_coding	ILMN_1810680
AC133555.4	unprocessed_pseudogene	ILMN_1731804
AC133555.4	unprocessed_pseudogene	ILMN_2125747
SLX1B	protein_coding	ILMN_2262177
SLX1B	protein_coding	ILMN_1670517
SLX1B	protein_coding	ILMN_1656382
SLX1B	protein_coding	ILMN_1703894
SLX1B	protein_coding	ILMN_2368575
SLX1B	protein_coding	ILMN_2272708
SLX1B	protein_coding	ILMN_2262177
SLX1B	protein_coding	ILMN_1776527
SLX1B	protein_coding	ILMN_1656382
SLX1B	protein_coding	ILMN_1703894
SLX1B	protein_coding	ILMN_2368575
SLX1B	protein_coding	ILMN_2272708
SLX1B	protein_coding	ILMN_1656382
SLX1B	protein_coding	ILMN_1703894
SLX1B	protein_coding	ILMN_2368575
SLX1B	protein_coding	ILMN_2262177
SLX1B	protein_coding	ILMN_2272708
SLX1B	protein_coding	ILMN_2368575
SLX1B-SULT1A4	lncRNA	ILMN_1656900
SLX1B-SULT1A4	lncRNA	ILMN_2336130
SLX1B-SULT1A4	lncRNA	ILMN_2336133
SLX1B-SULT1A4	lncRNA	ILMN_1707804
SLX1B-SULT1A4	lncRNA	ILMN_1815283
SLX1B-SULT1A4	lncRNA	ILMN_2262177
SLX1B-SULT1A4	lncRNA	ILMN_1670517
SLX1B-SULT1A4	lncRNA	ILMN_2368575
SLX1B-SULT1A4	lncRNA	ILMN_2272708
SLX1B-SULT1A4	lncRNA	ILMN_2336130
SLX1B-SULT1A4	lncRNA	ILMN_2336133
SLX1B-SULT1A4	lncRNA	ILMN_1707804
SLX1B-SULT1A4	lncRNA	ILMN_1815283
SLX1B-SULT1A4	lncRNA	ILMN_2262177
SLX1B-SULT1A4	lncRNA	ILMN_1776527
SLX1B-SULT1A4	lncRNA	ILMN_2368575
SLX1B-SULT1A4	lncRNA	ILMN_2272708
SLX1B-SULT1A4	lncRNA	ILMN_2336130
SLX1B-SULT1A4	lncRNA	ILMN_2336133
SLX1B-SULT1A4	lncRNA	ILMN_1707804
SLX1B-SULT1A4	lncRNA	ILMN_1815283
SLX1B-SULT1A4	lncRNA	ILMN_2368575
SULT1A4	protein_coding	ILMN_1656900
SULT1A4	protein_coding	ILMN_2336130
SULT1A4	protein_coding	ILMN_2336133
SULT1A4	protein_coding	ILMN_1707804
SULT1A4	protein_coding	ILMN_1815283
SULT1A4	protein_coding	ILMN_1678293
SULT1A4	protein_coding	ILMN_2336130
SULT1A4	protein_coding	ILMN_2336133
SULT1A4	protein_coding	ILMN_1707804
SULT1A4	protein_coding	ILMN_1815283
SULT1A4	protein_coding	ILMN_2336130
SULT1A4	protein_coding	ILMN_2336133
SULT1A4	protein_coding	ILMN_1707804
SULT1A4	protein_coding	ILMN_1815283
SULT1A4	protein_coding	ILMN_2336130
SULT1A4	protein_coding	ILMN_2336133
SULT1A4	protein_coding	ILMN_1707804
SULT1A4	protein_coding	ILMN_1815283
SULT1A4	protein_coding	ILMN_2336130
SULT1A4	protein_coding	ILMN_2336133
SULT1A4	protein_coding	ILMN_1707804
SULT1A4	protein_coding	ILMN_1815283
NPIPB12	protein_coding	ILMN_1656868
NPIPB12	protein_coding	ILMN_2208802
NPIPB12	protein_coding	ILMN_1656868
NPIPB12	protein_coding	ILMN_1696843
NPIPB12	protein_coding	ILMN_2208802
NPIPB12	protein_coding	ILMN_2208802
NPIPB12	protein_coding	ILMN_1696843
NPIPB12	protein_coding	ILMN_2208802
NPIPB12	protein_coding	ILMN_1709326
NPIPB12	protein_coding	ILMN_2208802
NPIPB12	protein_coding	ILMN_1725881
NPIPB12	protein_coding	ILMN_1801940
NPIPB12	protein_coding	ILMN_1801940
SMG1P2	transcribed_unprocessed_pseudogene	ILMN_2184007
SMG1P2	transcribed_unprocessed_pseudogene	ILMN_1782377
SMG1P2	transcribed_unprocessed_pseudogene	ILMN_2200562
AC009086.2	TEC	ILMN_2200562
SPN	protein_coding	ILMN_1660315
SPN	protein_coding	ILMN_1801040
SPN	protein_coding	ILMN_1660315
SPN	protein_coding	ILMN_1801040
SPN	protein_coding	ILMN_1660315
SPN	protein_coding	ILMN_1660315
SPN	protein_coding	ILMN_1801040
QPRT	protein_coding	ILMN_1700268
QPRT	protein_coding	ILMN_1660315
QPRT	protein_coding	ILMN_1700268
QPRT	protein_coding	ILMN_1700268
QPRT	protein_coding	ILMN_1700268
QPRT	protein_coding	ILMN_1700268
C16orf54	protein_coding	ILMN_1751061
ZG16	protein_coding	ILMN_2121774
KIF22	protein_coding	ILMN_1814589
KIF22	protein_coding	ILMN_1814589
KIF22	protein_coding	ILMN_1814589
KIF22	protein_coding	ILMN_1814589
KIF22	protein_coding	ILMN_1814589
KIF22	protein_coding	ILMN_1814589
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1765640
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1765640
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1765640
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
MAZ	protein_coding	ILMN_1677997
MAZ	protein_coding	ILMN_2409793
PRRT2	protein_coding	ILMN_1724424
PRRT2	protein_coding	ILMN_1724424
PRRT2	protein_coding	ILMN_1724424
PRRT2	protein_coding	ILMN_1724424
PRRT2	protein_coding	ILMN_1724424
PRRT2	protein_coding	ILMN_1724424
PRRT2	protein_coding	ILMN_1724424
PRRT2	protein_coding	ILMN_1724424
PRRT2	protein_coding	ILMN_1724424
PRRT2	protein_coding	ILMN_1724424
PRRT2	protein_coding	ILMN_1724424
PRRT2	protein_coding	ILMN_1724424
AC009133.6	protein_coding	ILMN_2194828
AC009133.6	protein_coding	ILMN_1727444
PAGR1	protein_coding	ILMN_2194828
PAGR1	protein_coding	ILMN_1727444
AC120114.4	protein_coding	ILMN_1727444
MVP	protein_coding	ILMN_2344373
MVP	protein_coding	ILMN_1803277
MVP	protein_coding	ILMN_2344373
MVP	protein_coding	ILMN_1803277
CDIPT	protein_coding	ILMN_1770425
CDIPT	protein_coding	ILMN_1770425
CDIPT	protein_coding	ILMN_1737003
CDIPT	protein_coding	ILMN_1770425
CDIPT	protein_coding	ILMN_1770425
CDIPT	protein_coding	ILMN_1770425
CDIPT	protein_coding	ILMN_1770425
CDIPT	protein_coding	ILMN_1770425
CDIPT	protein_coding	ILMN_1770425
CDIPT	protein_coding	ILMN_1737003
SEZ6L2	protein_coding	ILMN_2297887
SEZ6L2	protein_coding	ILMN_2297887
SEZ6L2	protein_coding	ILMN_2297887
SEZ6L2	protein_coding	ILMN_2297887
SEZ6L2	protein_coding	ILMN_2297887
SEZ6L2	protein_coding	ILMN_2297887
KCTD13	protein_coding	ILMN_1786843
KCTD13	protein_coding	ILMN_1786843
KCTD13	protein_coding	ILMN_1786843
KCTD13	protein_coding	ILMN_1786843
KCTD13	protein_coding	ILMN_1786843
TMEM219	protein_coding	ILMN_1737644
TMEM219	protein_coding	ILMN_1737644
TMEM219	protein_coding	ILMN_1737644
TMEM219	protein_coding	ILMN_1737644
TMEM219	protein_coding	ILMN_1737644
TMEM219	protein_coding	ILMN_1737644
TMEM219	protein_coding	ILMN_1737644
TAOK2	protein_coding	ILMN_1701487
TAOK2	protein_coding	ILMN_1701487
TAOK2	protein_coding	ILMN_2298588
TAOK2	protein_coding	ILMN_1701487
TAOK2	protein_coding	ILMN_1701487
TAOK2	protein_coding	ILMN_2298588
HIRIP3	protein_coding	ILMN_1678037
HIRIP3	protein_coding	ILMN_1678037
HIRIP3	protein_coding	ILMN_1678037
HIRIP3	protein_coding	ILMN_1678037
INO80E	protein_coding	ILMN_1724406
INO80E	protein_coding	ILMN_1724406
INO80E	protein_coding	ILMN_1724406
INO80E	protein_coding	ILMN_1724406
INO80E	protein_coding	ILMN_1724406
INO80E	protein_coding	ILMN_1724406
INO80E	protein_coding	ILMN_1724406
INO80E	protein_coding	ILMN_1724406
INO80E	protein_coding	ILMN_1724406
AC093512.2	protein_coding	ILMN_1681374
AC093512.2	protein_coding	ILMN_1741148
AC093512.2	protein_coding	ILMN_1681374
AC093512.2	protein_coding	ILMN_1681374
AC093512.2	protein_coding	ILMN_1681374
AC093512.2	protein_coding	ILMN_1681374
ALDOA	protein_coding	ILMN_1736700
ALDOA	protein_coding	ILMN_1681374
ALDOA	protein_coding	ILMN_1681374
ALDOA	protein_coding	ILMN_1681374
ALDOA	protein_coding	ILMN_1741148
ALDOA	protein_coding	ILMN_1681374
ALDOA	protein_coding	ILMN_1736700
ALDOA	protein_coding	ILMN_1736700
ALDOA	protein_coding	ILMN_1736700
ALDOA	protein_coding	ILMN_1736700
ALDOA	protein_coding	ILMN_1736700
ALDOA	protein_coding	ILMN_1736700
ALDOA	protein_coding	ILMN_1736700
TBX6	protein_coding	ILMN_1763333
TBX6	protein_coding	ILMN_1791147
YPEL3	protein_coding	ILMN_1791147
YPEL3	protein_coding	ILMN_1791147
YPEL3	protein_coding	ILMN_1791147
YPEL3	protein_coding	ILMN_1791147
YPEL3	protein_coding	ILMN_1791147
YPEL3	protein_coding	ILMN_1791147
YPEL3	protein_coding	ILMN_1791147
YPEL3	protein_coding	ILMN_1791147
GDPD3	protein_coding	ILMN_1774901
MAPK3	protein_coding	ILMN_1667260
MAPK3	protein_coding	ILMN_2402341
MAPK3	protein_coding	ILMN_1667260
MAPK3	protein_coding	ILMN_2402341
MAPK3	protein_coding	ILMN_1667260
MAPK3	protein_coding	ILMN_2402341
MAPK3	protein_coding	ILMN_1667260
MAPK3	protein_coding	ILMN_2402341
MAPK3	protein_coding	ILMN_1667260
MAPK3	protein_coding	ILMN_2402341
MAPK3	protein_coding	ILMN_1667260
MAPK3	protein_coding	ILMN_2402341
MAPK3	protein_coding	ILMN_1667260
MAPK3	protein_coding	ILMN_2402341
CORO1A	protein_coding	ILMN_1713749
CORO1A	protein_coding	ILMN_2125747
CORO1A	protein_coding	ILMN_1713749
CORO1A	protein_coding	ILMN_1731804
CORO1A	protein_coding	ILMN_2125747
CORO1A	protein_coding	ILMN_1713749
CORO1A	protein_coding	ILMN_1731804
CORO1A	protein_coding	ILMN_2125747
CORO1A	protein_coding	ILMN_1713749
CORO1A	protein_coding	ILMN_2125747
CORO1A	protein_coding	ILMN_2125747
CORO1A	protein_coding	ILMN_1713749
CORO1A	protein_coding	ILMN_1731804
CORO1A	protein_coding	ILMN_2125747
CORO1A	protein_coding	ILMN_1713749
CORO1A	protein_coding	ILMN_1731804
CORO1A	protein_coding	ILMN_2125747
CORO1A	protein_coding	ILMN_1713749
CORO1A	protein_coding	ILMN_1731804
CORO1A	protein_coding	ILMN_2125747
CORO1A	protein_coding	ILMN_1713749
BOLA2B	protein_coding	ILMN_1782633
BOLA2B	protein_coding	ILMN_1810680
BOLA2B	protein_coding	ILMN_1659343
BOLA2B	protein_coding	ILMN_1782633
BOLA2B	protein_coding	ILMN_1810680
BOLA2B	protein_coding	ILMN_1659343
BOLA2B	protein_coding	ILMN_1782633
BOLA2B	protein_coding	ILMN_1810680
BOLA2B	protein_coding	ILMN_1659343
BOLA2B	protein_coding	ILMN_1782633
BOLA2B	protein_coding	ILMN_1810680
BOLA2B	protein_coding	ILMN_1659343
BOLA2B	protein_coding	ILMN_1782633
BOLA2B	protein_coding	ILMN_1810680
BOLA2B	protein_coding	ILMN_1659343
SLX1A	protein_coding	ILMN_2262177
SLX1A	protein_coding	ILMN_1670517
SLX1A	protein_coding	ILMN_1776527
SLX1A	protein_coding	ILMN_1656382
SLX1A	protein_coding	ILMN_1703894
SLX1A	protein_coding	ILMN_2368575
SLX1A	protein_coding	ILMN_2272708
SLX1A	protein_coding	ILMN_1656382
SLX1A	protein_coding	ILMN_1703894
SLX1A	protein_coding	ILMN_2368575
SLX1A	protein_coding	ILMN_2262177
SLX1A	protein_coding	ILMN_1656382
SLX1A	protein_coding	ILMN_1703894
SLX1A	protein_coding	ILMN_2368575
SLX1A	protein_coding	ILMN_2272708
SLX1A	protein_coding	ILMN_1656382
SLX1A	protein_coding	ILMN_1703894
SLX1A	protein_coding	ILMN_2368575
SLX1A	protein_coding	ILMN_2368575
SLX1A	protein_coding	ILMN_2368575
SLX1A-SULT1A3	lncRNA	ILMN_1656900
SLX1A-SULT1A3	lncRNA	ILMN_2336130
SLX1A-SULT1A3	lncRNA	ILMN_2336133
SLX1A-SULT1A3	lncRNA	ILMN_1707804
SLX1A-SULT1A3	lncRNA	ILMN_1815283
SLX1A-SULT1A3	lncRNA	ILMN_2262177
SLX1A-SULT1A3	lncRNA	ILMN_1670517
SLX1A-SULT1A3	lncRNA	ILMN_1776527
SLX1A-SULT1A3	lncRNA	ILMN_1656382
SLX1A-SULT1A3	lncRNA	ILMN_1703894
SLX1A-SULT1A3	lncRNA	ILMN_2368575
SLX1A-SULT1A3	lncRNA	ILMN_2272708
SLX1A-SULT1A3	lncRNA	ILMN_2336130
SLX1A-SULT1A3	lncRNA	ILMN_2336133
SLX1A-SULT1A3	lncRNA	ILMN_1707804
SLX1A-SULT1A3	lncRNA	ILMN_1815283
SLX1A-SULT1A3	lncRNA	ILMN_2262177
SLX1A-SULT1A3	lncRNA	ILMN_1776527
SLX1A-SULT1A3	lncRNA	ILMN_2368575
SLX1A-SULT1A3	lncRNA	ILMN_2272708
SLX1A-SULT1A3	lncRNA	ILMN_2336130
SLX1A-SULT1A3	lncRNA	ILMN_2336133
SLX1A-SULT1A3	lncRNA	ILMN_1815283
SLX1A-SULT1A3	lncRNA	ILMN_1776527
SLX1A-SULT1A3	lncRNA	ILMN_2368575
SLX1A-SULT1A3	lncRNA	ILMN_2336130
SLX1A-SULT1A3	lncRNA	ILMN_2336133
SLX1A-SULT1A3	lncRNA	ILMN_1707804
SLX1A-SULT1A3	lncRNA	ILMN_1815283
SLX1A-SULT1A3	lncRNA	ILMN_2262177
SLX1A-SULT1A3	lncRNA	ILMN_2368575
SLX1A-SULT1A3	lncRNA	ILMN_2272708
SLX1A-SULT1A3	lncRNA	ILMN_2336130
SLX1A-SULT1A3	lncRNA	ILMN_2336133
SLX1A-SULT1A3	lncRNA	ILMN_1707804
SLX1A-SULT1A3	lncRNA	ILMN_1815283
SLX1A-SULT1A3	lncRNA	ILMN_2262177
SLX1A-SULT1A3	lncRNA	ILMN_1776527
SLX1A-SULT1A3	lncRNA	ILMN_2368575
SLX1A-SULT1A3	lncRNA	ILMN_2272708
SLX1A-SULT1A3	lncRNA	ILMN_2336130
SLX1A-SULT1A3	lncRNA	ILMN_2336133
SLX1A-SULT1A3	lncRNA	ILMN_1707804
SLX1A-SULT1A3	lncRNA	ILMN_1815283
SLX1A-SULT1A3	lncRNA	ILMN_2368575
SULT1A3	protein_coding	ILMN_2336130
SULT1A3	protein_coding	ILMN_2336133
SULT1A3	protein_coding	ILMN_1707804
SULT1A3	protein_coding	ILMN_1815283
SULT1A3	protein_coding	ILMN_1678293
SULT1A3	protein_coding	ILMN_1656900
SULT1A3	protein_coding	ILMN_2336130
SULT1A3	protein_coding	ILMN_2336133
SULT1A3	protein_coding	ILMN_1707804
SULT1A3	protein_coding	ILMN_1815283
SULT1A3	protein_coding	ILMN_1678293
SULT1A3	protein_coding	ILMN_2336130
SULT1A3	protein_coding	ILMN_2336133
SULT1A3	protein_coding	ILMN_1707804
SULT1A3	protein_coding	ILMN_1815283
SULT1A3	protein_coding	ILMN_1707804
SULT1A3	protein_coding	ILMN_2336130
SULT1A3	protein_coding	ILMN_2336133
SULT1A3	protein_coding	ILMN_1707804
SULT1A3	protein_coding	ILMN_1815283
SULT1A3	protein_coding	ILMN_2336130
SULT1A3	protein_coding	ILMN_1707804
SULT1A3	protein_coding	ILMN_1815283
SULT1A3	protein_coding	ILMN_2336130
SULT1A3	protein_coding	ILMN_2336133
SULT1A3	protein_coding	ILMN_1707804
SULT1A3	protein_coding	ILMN_1815283
SULT1A3	protein_coding	ILMN_2336130
SULT1A3	protein_coding	ILMN_2336133
SULT1A3	protein_coding	ILMN_1707804
SULT1A3	protein_coding	ILMN_1815283
SULT1A3	protein_coding	ILMN_2336130
SULT1A3	protein_coding	ILMN_2336133
SULT1A3	protein_coding	ILMN_1707804
SULT1A3	protein_coding	ILMN_1815283
SULT1A3	protein_coding	ILMN_2336130
SULT1A3	protein_coding	ILMN_2336133
SULT1A3	protein_coding	ILMN_1707804
SULT1A3	protein_coding	ILMN_1815283
NPIPB13	protein_coding	ILMN_1696843
NPIPB13	protein_coding	ILMN_2070052
NPIPB13	protein_coding	ILMN_2208802
NPIPB13	protein_coding	ILMN_2070052
NPIPB13	protein_coding	ILMN_2208802
NPIPB13	protein_coding	ILMN_2208802
NPIPB13	protein_coding	ILMN_1725881
NPIPB13	protein_coding	ILMN_1787746
SMG1P5	transcribed_unprocessed_pseudogene	ILMN_2200562
SMG1P5	transcribed_unprocessed_pseudogene	ILMN_2200562
CD2BP2	protein_coding	ILMN_1796244
