Gene name	Gene type	ILLUMINA HumanHT 12 V3 probe
METTL22	protein_coding	ILMN_1658290
METTL22	protein_coding	ILMN_1658290
METTL22	protein_coding	ILMN_1658290
METTL22	protein_coding	ILMN_1658290
ABAT	protein_coding	ILMN_1805104
ABAT	protein_coding	ILMN_2404407
ABAT	protein_coding	ILMN_1805104
ABAT	protein_coding	ILMN_2404407
TMEM186	protein_coding	ILMN_2230998
PMM2	protein_coding	ILMN_1785336
PMM2	protein_coding	ILMN_1785336
PMM2	protein_coding	ILMN_1785336
PMM2	protein_coding	ILMN_1785336
AC022167.2	lncRNA	ILMN_1785336
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
CARHSP1	protein_coding	ILMN_1809477
USP7	protein_coding	ILMN_1729319
USP7	protein_coding	ILMN_1729319
USP7	protein_coding	ILMN_1729319
USP7	protein_coding	ILMN_1729319
USP7	protein_coding	ILMN_1729319
C16orf72	protein_coding	ILMN_1773407
C16orf72	protein_coding	ILMN_1773407
GRIN2A	protein_coding	ILMN_1895745
GRIN2A	protein_coding	ILMN_1798104
GRIN2A	protein_coding	ILMN_1901382
GRIN2A	protein_coding	ILMN_1895745
GRIN2A	protein_coding	ILMN_1798104
GRIN2A	protein_coding	ILMN_1901382
GRIN2A	protein_coding	ILMN_1895745
GRIN2A	protein_coding	ILMN_1798104
GRIN2A	protein_coding	ILMN_1901382
GRIN2A	protein_coding	ILMN_1895745
GRIN2A	protein_coding	ILMN_1798104
GRIN2A	protein_coding	ILMN_1901382
GRIN2A	protein_coding	ILMN_1798104
GRIN2A	protein_coding	ILMN_1798104
GRIN2A	protein_coding	ILMN_1798104
ATF7IP2	protein_coding	ILMN_1804445
ATF7IP2	protein_coding	ILMN_1804445
ATF7IP2	protein_coding	ILMN_1804445
ATF7IP2	protein_coding	ILMN_1804445
ATF7IP2	protein_coding	ILMN_1804445
EMP2	protein_coding	ILMN_1671270
NUBP1	protein_coding	ILMN_1689342
NUBP1	protein_coding	ILMN_1689342
NUBP1	protein_coding	ILMN_1689342
NUBP1	protein_coding	ILMN_1689342
CIITA	protein_coding	ILMN_1773363
CIITA	protein_coding	ILMN_1773363
CIITA	protein_coding	ILMN_1773363
CIITA	protein_coding	ILMN_1773363
CIITA	protein_coding	ILMN_1773363
CIITA	protein_coding	ILMN_1773363
DEXI	protein_coding	ILMN_1738866
DEXI	protein_coding	ILMN_1738866
DEXI	protein_coding	ILMN_1772292
CLEC16A	protein_coding	ILMN_1781752
CLEC16A	protein_coding	ILMN_1781752
RPL7P46	processed_pseudogene	ILMN_1653865
RMI2	protein_coding	ILMN_1790537
RMI2	protein_coding	ILMN_1790537
RMI2	protein_coding	ILMN_1790537
SOCS1	protein_coding	ILMN_1774733
SOCS1	protein_coding	ILMN_1774733
PRM3	protein_coding	ILMN_1667101
AC009121.2	snoRNA	ILMN_1667101
AC099489.1	protein_coding	ILMN_1660358
AC099489.1	protein_coding	ILMN_2215355
AC099489.1	protein_coding	ILMN_1728338
AC099489.1	protein_coding	ILMN_1799699
AC099489.1	protein_coding	ILMN_1660358
AC099489.1	protein_coding	ILMN_1660358
AC099489.1	protein_coding	ILMN_2215355
AC099489.1	protein_coding	ILMN_1728338
LITAF	protein_coding	ILMN_1713934
LITAF	protein_coding	ILMN_1713934
LITAF	protein_coding	ILMN_1713934
LITAF	protein_coding	ILMN_1713934
SNN	protein_coding	ILMN_1788251
TXNDC11	protein_coding	ILMN_1771862
TXNDC11	protein_coding	ILMN_1771862
TXNDC11	protein_coding	ILMN_1771862
ZC3H7A	protein_coding	ILMN_1693227
ZC3H7A	protein_coding	ILMN_2212690
ZC3H7A	protein_coding	ILMN_1693227
ZC3H7A	protein_coding	ILMN_2212690
ZC3H7A	protein_coding	ILMN_1693227
ZC3H7A	protein_coding	ILMN_2212690
ZC3H7A	protein_coding	ILMN_1693227
ZC3H7A	protein_coding	ILMN_2212690
ZC3H7A	protein_coding	ILMN_1693227
ZC3H7A	protein_coding	ILMN_2212690
RSL1D1	protein_coding	ILMN_1723729
RSL1D1	protein_coding	ILMN_1723729
RSL1D1	protein_coding	ILMN_1723729
RSL1D1	protein_coding	ILMN_1723729
RSL1D1	protein_coding	ILMN_1723729
AC007216.4	lncRNA	ILMN_1816259
NPIPB2	protein_coding	ILMN_2208802
NPIPB2	protein_coding	ILMN_2208802
NPIPB2	protein_coding	ILMN_2208802
NPIPB2	protein_coding	ILMN_2208802
NPIPB2	protein_coding	ILMN_1709326
TNFRSF17	protein_coding	ILMN_1768016
TNFRSF17	protein_coding	ILMN_1768016
TNFRSF17	protein_coding	ILMN_1768016
SNX29	protein_coding	ILMN_1659761
SNX29	protein_coding	ILMN_1775357
SNX29	protein_coding	ILMN_1775357
SNX29	protein_coding	ILMN_1670539
CPPED1	protein_coding	ILMN_1662865
CPPED1	protein_coding	ILMN_1662865
CPPED1	protein_coding	ILMN_1662865
MRTFB	protein_coding	ILMN_1690807
MRTFB	protein_coding	ILMN_1690807
MRTFB	protein_coding	ILMN_1690807
PARN	protein_coding	ILMN_1724811
PARN	protein_coding	ILMN_1724811
PARN	protein_coding	ILMN_1724811
PARN	protein_coding	ILMN_1724811
PARN	protein_coding	ILMN_1724811
PARN	protein_coding	ILMN_1724811
PARN	protein_coding	ILMN_1724811
PARN	protein_coding	ILMN_1724811
PARN	protein_coding	ILMN_1724811
PARN	protein_coding	ILMN_1724811
BFAR	protein_coding	ILMN_1814808
BFAR	protein_coding	ILMN_1814808
BFAR	protein_coding	ILMN_1814808
PLA2G10	protein_coding	ILMN_1762561
PLA2G10	protein_coding	ILMN_1762561
NPIPA3	protein_coding	ILMN_2208802
NPIPA3	protein_coding	ILMN_2208802
NPIPA2	protein_coding	ILMN_2208802
NPIPA2	protein_coding	ILMN_2208802
NOMO1	protein_coding	ILMN_2126957
NOMO1	protein_coding	ILMN_1678730
NOMO1	protein_coding	ILMN_1702114
NOMO1	protein_coding	ILMN_1799856
NOMO1	protein_coding	ILMN_1702114
NOMO1	protein_coding	ILMN_1802573
NOMO1	protein_coding	ILMN_1702114
NOMO1	protein_coding	ILMN_2126957
NOMO1	protein_coding	ILMN_2126957
NOMO1	protein_coding	ILMN_1799856
NOMO1	protein_coding	ILMN_1702114
NOMO1	protein_coding	ILMN_1702114
NPIPA1	protein_coding	ILMN_2208802
NPIPA1	protein_coding	ILMN_2208802
NPIPA1	protein_coding	ILMN_2208802
NPIPA1	protein_coding	ILMN_1709326
NPIPA1	protein_coding	ILMN_2208802
PDXDC1	protein_coding	ILMN_1763002
PDXDC1	protein_coding	ILMN_1763002
PDXDC1	protein_coding	ILMN_1763002
PDXDC1	protein_coding	ILMN_1763002
PDXDC1	protein_coding	ILMN_1671992
NTAN1	protein_coding	ILMN_1815552
NTAN1	protein_coding	ILMN_1801864
NTAN1	protein_coding	ILMN_1815552
NTAN1	protein_coding	ILMN_1815552
NTAN1	protein_coding	ILMN_1815552
NTAN1	protein_coding	ILMN_1815552
NTAN1	protein_coding	ILMN_1815552
NTAN1	protein_coding	ILMN_1815552
NTAN1	protein_coding	ILMN_1815552
NTAN1	protein_coding	ILMN_1815552
RRN3	protein_coding	ILMN_1765401
NPIPP1	transcribed_unprocessed_pseudogene	ILMN_1676986
NPIPP1	transcribed_unprocessed_pseudogene	ILMN_2208802
NPIPP1	transcribed_unprocessed_pseudogene	ILMN_2208802
PKD1P6-NPIPP1	lncRNA	ILMN_1676986
PKD1P6-NPIPP1	lncRNA	ILMN_2208802
NPIPA5	protein_coding	ILMN_2208802
NPIPA5	protein_coding	ILMN_2208802
MPV17L	protein_coding	ILMN_1654722
MPV17L	protein_coding	ILMN_1654722
MARF1	protein_coding	ILMN_1793371
MARF1	protein_coding	ILMN_1793371
MARF1	protein_coding	ILMN_1793371
MARF1	protein_coding	ILMN_1793371
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
NDE1	protein_coding	ILMN_1739805
MYH11	protein_coding	ILMN_1660086
MYH11	protein_coding	ILMN_1660086
MYH11	protein_coding	ILMN_1660086
MYH11	protein_coding	ILMN_1660086
MYH11	protein_coding	ILMN_1660086
CEP20	protein_coding	ILMN_1790650
CEP20	protein_coding	ILMN_1790650
ABCC6	protein_coding	ILMN_2406654
ABCC6	protein_coding	ILMN_1725414
ABCC6	protein_coding	ILMN_2406654
ABCC6	protein_coding	ILMN_2406654
NOMO3	protein_coding	ILMN_1702114
NOMO3	protein_coding	ILMN_1663145
NOMO3	protein_coding	ILMN_1799856
NOMO3	protein_coding	ILMN_1702114
NOMO3	protein_coding	ILMN_1702114
NOMO3	protein_coding	ILMN_1702114
NOMO3	protein_coding	ILMN_1802573
NOMO3	protein_coding	ILMN_1702114
NOMO3	protein_coding	ILMN_1799856
NOMO3	protein_coding	ILMN_1799856
AC138969.1	protein_coding	ILMN_2208802
AC138969.1	protein_coding	ILMN_2208802
AC138969.1	protein_coding	ILMN_1709326
AC138969.1	protein_coding	ILMN_1666642
AC138969.1	protein_coding	ILMN_1709326
AC138969.1	protein_coding	ILMN_2208802
AC138969.1	protein_coding	ILMN_2208802
AC138969.1	protein_coding	ILMN_2208802
NPIPA7	protein_coding	ILMN_2208802
NPIPA7	protein_coding	ILMN_2208802
AC109446.1	processed_pseudogene	ILMN_1784554
XYLT1	protein_coding	ILMN_1830462
XYLT1	protein_coding	ILMN_1653578
XYLT1	protein_coding	ILMN_1784554
NPIPA8	protein_coding	ILMN_2208802
NPIPA8	protein_coding	ILMN_2208802
NPIPA8	protein_coding	ILMN_2208802
AC126755.6	lncRNA	ILMN_2208802
NPIPA9	protein_coding	ILMN_2208802
NPIPA9	protein_coding	ILMN_2208802
NPIPA9	protein_coding	ILMN_1709326
NPIPA9	protein_coding	ILMN_1709326
NPIPA9	protein_coding	ILMN_1666642
NPIPA9	protein_coding	ILMN_2208802
NPIPA9	protein_coding	ILMN_2208802
NOMO2	protein_coding	ILMN_1702114
NOMO2	protein_coding	ILMN_1799856
NOMO2	protein_coding	ILMN_1702114
NOMO2	protein_coding	ILMN_1702114
NOMO2	protein_coding	ILMN_1799856
NOMO2	protein_coding	ILMN_1702114
NOMO2	protein_coding	ILMN_1702114
NOMO2	protein_coding	ILMN_1799856
NOMO2	protein_coding	ILMN_1702114
NOMO2	protein_coding	ILMN_1702114
NOMO2	protein_coding	ILMN_1799856
RPS15A	protein_coding	ILMN_2255310
RPS15A	protein_coding	ILMN_2337241
RPS15A	protein_coding	ILMN_1787949
RPS15A	protein_coding	ILMN_2337241
RPS15A	protein_coding	ILMN_2337241
RPS15A	protein_coding	ILMN_2337241
RPS15A	protein_coding	ILMN_2337241
RPS15A	protein_coding	ILMN_2337241
RPS15A	protein_coding	ILMN_2337241
RPS15A	protein_coding	ILMN_2337241
RPS15A	protein_coding	ILMN_2337241
RPS15A	protein_coding	ILMN_2255310
RPS15A	protein_coding	ILMN_2337241
RPS15A	protein_coding	ILMN_2337241
RPS15A	protein_coding	ILMN_2337241
ARL6IP1	protein_coding	ILMN_2113362
ARL6IP1	protein_coding	ILMN_1708416
ARL6IP1	protein_coding	ILMN_2255310
SMG1	protein_coding	ILMN_1801383
SMG1	protein_coding	ILMN_1710192
ITPRIPL2	protein_coding	ILMN_1751034
ITPRIPL2	protein_coding	ILMN_1751034
TMC5	protein_coding	ILMN_1730117
TMC5	protein_coding	ILMN_1741662
TMC5	protein_coding	ILMN_1730117
TMC5	protein_coding	ILMN_1730117
TMC5	protein_coding	ILMN_1730117
TMC5	protein_coding	ILMN_1730117
TMC5	protein_coding	ILMN_1741662
RNU4-46P	snRNA	ILMN_1730117
GDE1	protein_coding	ILMN_1728698
GDE1	protein_coding	ILMN_1728698
CCP110	protein_coding	ILMN_1773200
CCP110	protein_coding	ILMN_1773200
CCP110	protein_coding	ILMN_1773200
VPS35L	protein_coding	ILMN_1729450
VPS35L	protein_coding	ILMN_1729450
VPS35L	protein_coding	ILMN_1729450
VPS35L	protein_coding	ILMN_1729450
VPS35L	protein_coding	ILMN_1729450
VPS35L	protein_coding	ILMN_1729450
KNOP1	protein_coding	ILMN_1783712
IQCK	protein_coding	ILMN_2081883
IQCK	protein_coding	ILMN_1662852
IQCK	protein_coding	ILMN_2081883
IQCK	protein_coding	ILMN_1662852
IQCK	protein_coding	ILMN_1662852
IQCK	protein_coding	ILMN_2081883
IQCK	protein_coding	ILMN_1662852
IQCK	protein_coding	ILMN_2081883
IQCK	protein_coding	ILMN_1662852
IQCK	protein_coding	ILMN_2081883
IQCK	protein_coding	ILMN_1662852
GPRC5B	protein_coding	ILMN_1786034
GPRC5B	protein_coding	ILMN_1786034
GPRC5B	protein_coding	ILMN_1786034
GPR139	protein_coding	ILMN_1803218
GPR139	protein_coding	ILMN_1803218
UMOD	protein_coding	ILMN_1740585
ACSM5	protein_coding	ILMN_1805147
ACSM5	protein_coding	ILMN_2070792
ACSM5	protein_coding	ILMN_2070792
ACSM2B	protein_coding	ILMN_1871361
ACSM2B	protein_coding	ILMN_1871361
ACSM2B	protein_coding	ILMN_1871361
ACSM3	protein_coding	ILMN_1771084
ACSM3	protein_coding	ILMN_1771084
ACSM3	protein_coding	ILMN_1771084
THUMPD1	protein_coding	ILMN_1702946
THUMPD1	protein_coding	ILMN_2108339
THUMPD1	protein_coding	ILMN_1702946
THUMPD1	protein_coding	ILMN_2108339
REXO5	protein_coding	ILMN_1796923
REXO5	protein_coding	ILMN_1796923
REXO5	protein_coding	ILMN_1796923
REXO5	protein_coding	ILMN_1796923
DCUN1D3	protein_coding	ILMN_1665455
DCUN1D3	protein_coding	ILMN_1665455
LYRM1	protein_coding	ILMN_1749244
LYRM1	protein_coding	ILMN_1749244
LYRM1	protein_coding	ILMN_1749244
LYRM1	protein_coding	ILMN_1749244
LYRM1	protein_coding	ILMN_1749244
LYRM1	protein_coding	ILMN_1749244
TMEM159	protein_coding	ILMN_2042941
TMEM159	protein_coding	ILMN_1655876
TMEM159	protein_coding	ILMN_2042941
TMEM159	protein_coding	ILMN_1655876
TMEM159	protein_coding	ILMN_2042941
TMEM159	protein_coding	ILMN_1655876
TMEM159	protein_coding	ILMN_2042941
TMEM159	protein_coding	ILMN_1655876
TMEM159	protein_coding	ILMN_2042941
TMEM159	protein_coding	ILMN_1655876
CRYM	protein_coding	ILMN_2241187
CRYM	protein_coding	ILMN_2241187
SNX29P1	unprocessed_pseudogene	ILMN_1690064
SNX29P1	unprocessed_pseudogene	ILMN_1775357
NPIPB3	protein_coding	ILMN_1656868
NPIPB3	protein_coding	ILMN_2208802
NPIPB3	protein_coding	ILMN_2208802
NPIPB3	protein_coding	ILMN_2208802
NPIPB3	protein_coding	ILMN_1725881
NPIPB3	protein_coding	ILMN_1801940
NPIPB3	protein_coding	ILMN_1801940
NPIPB3	protein_coding	ILMN_1801940
NPIPB3	protein_coding	ILMN_1787746
NPIPB3	protein_coding	ILMN_1787746
NPIPB3	protein_coding	ILMN_1725881
NPIPB3	protein_coding	ILMN_1652982
NPIPB3	protein_coding	ILMN_1778929
NPIPB3	protein_coding	ILMN_1652982
NPIPB3	protein_coding	ILMN_1669657
NPIPB3	protein_coding	ILMN_1669657
METTL9	protein_coding	ILMN_2402629
METTL9	protein_coding	ILMN_1726421
METTL9	protein_coding	ILMN_2402629
METTL9	protein_coding	ILMN_2402629
METTL9	protein_coding	ILMN_1726421
METTL9	protein_coding	ILMN_2402629
METTL9	protein_coding	ILMN_1726421
IGSF6	protein_coding	ILMN_1653498
IGSF6	protein_coding	ILMN_1653498
OTOA	protein_coding	ILMN_1661862
AC092375.2	lncRNA	ILMN_1910120
NPIPB4	protein_coding	ILMN_1656868
NPIPB4	protein_coding	ILMN_2208802
NPIPB4	protein_coding	ILMN_1656868
NPIPB4	protein_coding	ILMN_2208802
NPIPB4	protein_coding	ILMN_1709326
NPIPB4	protein_coding	ILMN_2208802
NPIPB4	protein_coding	ILMN_1709326
NPIPB4	protein_coding	ILMN_2208802
NPIPB4	protein_coding	ILMN_2208802
NPIPB4	protein_coding	ILMN_2208802
NPIPB4	protein_coding	ILMN_2208802
NPIPB4	protein_coding	ILMN_1725881
NPIPB4	protein_coding	ILMN_1801940
NPIPB4	protein_coding	ILMN_1801940
NPIPB4	protein_coding	ILMN_1801940
NPIPB4	protein_coding	ILMN_1801940
NPIPB4	protein_coding	ILMN_1725881
NPIPB4	protein_coding	ILMN_1787746
NPIPB4	protein_coding	ILMN_1778929
NPIPB4	protein_coding	ILMN_1725881
NPIPB4	protein_coding	ILMN_1787746
NPIPB4	protein_coding	ILMN_1778929
NPIPB4	protein_coding	ILMN_1725881
NPIPB4	protein_coding	ILMN_1652982
NPIPB4	protein_coding	ILMN_1778929
NPIPB4	protein_coding	ILMN_1669657
NPIPB4	protein_coding	ILMN_1669657
NPIPB4	protein_coding	ILMN_1669657
NPIPB4	protein_coding	ILMN_1669657
UQCRC2	protein_coding	ILMN_1718853
MOSMO	protein_coding	ILMN_1717324
MOSMO	protein_coding	ILMN_1859902
MOSMO	protein_coding	ILMN_1717324
MOSMO	protein_coding	ILMN_1717324
MOSMO	protein_coding	ILMN_1717324
VWA3A	protein_coding	ILMN_1807556
VWA3A	protein_coding	ILMN_1807556
VWA3A	protein_coding	ILMN_1807556
SDR42E2	protein_coding	ILMN_1780904
EEF2K	protein_coding	ILMN_1789171
EEF2K	protein_coding	ILMN_1789171
CDR2	protein_coding	ILMN_1720270
NPIPB5	protein_coding	ILMN_1656868
NPIPB5	protein_coding	ILMN_2208802
NPIPB5	protein_coding	ILMN_2208802
NPIPB5	protein_coding	ILMN_1669657
NPIPB5	protein_coding	ILMN_1801940
NPIPB5	protein_coding	ILMN_1669657
NPIPB5	protein_coding	ILMN_1787746
NPIPB5	protein_coding	ILMN_1669657
NPIPB5	protein_coding	ILMN_1652982
NPIPB5	protein_coding	ILMN_1656868
NPIPB5	protein_coding	ILMN_2208802
NPIPB5	protein_coding	ILMN_1801940
NPIPB5	protein_coding	ILMN_1725881
NPIPB5	protein_coding	ILMN_1652982
NPIPB5	protein_coding	ILMN_1778929
NPIPB5	protein_coding	ILMN_1656868
NPIPB5	protein_coding	ILMN_2208802
NPIPB5	protein_coding	ILMN_2208802
NPIPB5	protein_coding	ILMN_2208802
NPIPB5	protein_coding	ILMN_1801940
NPIPB5	protein_coding	ILMN_1801940
NPIPB5	protein_coding	ILMN_1801940
NPIPB5	protein_coding	ILMN_2208802
NPIPB5	protein_coding	ILMN_1709326
NPIPB5	protein_coding	ILMN_2208802
NPIPB5	protein_coding	ILMN_1656868
NPIPB5	protein_coding	ILMN_2208802
NPIPB5	protein_coding	ILMN_1656868
NPIPB5	protein_coding	ILMN_2208802
NPIPB5	protein_coding	ILMN_1656868
NPIPB5	protein_coding	ILMN_2208802
NPIPB5	protein_coding	ILMN_1725881
AC009021.2	lncRNA	ILMN_1910120
SCNN1B	protein_coding	ILMN_1740917
SCNN1B	protein_coding	ILMN_1740917
SCNN1B	protein_coding	ILMN_1740917
COG7	protein_coding	ILMN_1783815
COG7	protein_coding	ILMN_1783815
COG7	protein_coding	ILMN_1783815
COG7	protein_coding	ILMN_1783815
GGA2	protein_coding	ILMN_1686152
GGA2	protein_coding	ILMN_1686152
EARS2	protein_coding	ILMN_1758750
EARS2	protein_coding	ILMN_1758750
EARS2	protein_coding	ILMN_1758750
EARS2	protein_coding	ILMN_1758750
EARS2	protein_coding	ILMN_1758750
UBFD1	protein_coding	ILMN_1700811
UBFD1	protein_coding	ILMN_1700811
UBFD1	protein_coding	ILMN_1700811
UBFD1	protein_coding	ILMN_1700811
UBFD1	protein_coding	ILMN_1700811
UBFD1	protein_coding	ILMN_1700811
AC008870.2	lncRNA	ILMN_1700811
NDUFAB1	protein_coding	ILMN_2179018
NDUFAB1	protein_coding	ILMN_2179018
NDUFAB1	protein_coding	ILMN_2179018
PALB2	protein_coding	ILMN_1723793
PALB2	protein_coding	ILMN_1723793
PALB2	protein_coding	ILMN_1723793
DCTN5	protein_coding	ILMN_1666192
DCTN5	protein_coding	ILMN_1666192
PLK1	protein_coding	ILMN_1736176
PLK1	protein_coding	ILMN_1736176
PLK1	protein_coding	ILMN_1736176
PRKCB	protein_coding	ILMN_1716563
PRKCB	protein_coding	ILMN_1713603
PRKCB	protein_coding	ILMN_1716563
PRKCB	protein_coding	ILMN_1713603
PRKCB	protein_coding	ILMN_1806908
PRKCB	protein_coding	ILMN_1713603
RBBP6	protein_coding	ILMN_2309446
RBBP6	protein_coding	ILMN_2309446
RBBP6	protein_coding	ILMN_2309446
RBBP6	protein_coding	ILMN_2309446
RBBP6	protein_coding	ILMN_2309446
RBBP6	protein_coding	ILMN_1665135
RBBP6	protein_coding	ILMN_2309446
RBBP6	protein_coding	ILMN_2309446
RBBP6	protein_coding	ILMN_2309446
TNRC6A	protein_coding	ILMN_1739573
TNRC6A	protein_coding	ILMN_1714622
TNRC6A	protein_coding	ILMN_1739573
TNRC6A	protein_coding	ILMN_1739573
TNRC6A	protein_coding	ILMN_1714622
TNRC6A	protein_coding	ILMN_1739573
TNRC6A	protein_coding	ILMN_1714622
TNRC6A	protein_coding	ILMN_1714622
TNRC6A	protein_coding	ILMN_1714622
LINC01567	lncRNA	ILMN_2149952
ARHGAP17	protein_coding	ILMN_1718610
ARHGAP17	protein_coding	ILMN_2398847
ARHGAP17	protein_coding	ILMN_1718610
ARHGAP17	protein_coding	ILMN_2398847
ARHGAP17	protein_coding	ILMN_1718610
ARHGAP17	protein_coding	ILMN_2398847
ARHGAP17	protein_coding	ILMN_1718610
ARHGAP17	protein_coding	ILMN_2398847
ARHGAP17	protein_coding	ILMN_1718610
ARHGAP17	protein_coding	ILMN_2398847
ARHGAP17	protein_coding	ILMN_1718610
ARHGAP17	protein_coding	ILMN_2398847
ARHGAP17	protein_coding	ILMN_1718610
ARHGAP17	protein_coding	ILMN_2398847
ARHGAP17	protein_coding	ILMN_1718610
ARHGAP17	protein_coding	ILMN_2398847
ARHGAP17	protein_coding	ILMN_1718610
ARHGAP17	protein_coding	ILMN_2398847
AC133552.2	transcribed_unprocessed_pseudogene	ILMN_1690036
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
LINC02175	lncRNA	ILMN_1676545
AC133552.5	lncRNA	ILMN_1850238
LCMT1	protein_coding	ILMN_2336186
LCMT1	protein_coding	ILMN_2312709
LCMT1	protein_coding	ILMN_1688452
LCMT1	protein_coding	ILMN_2336186
LCMT1	protein_coding	ILMN_2312709
LCMT1	protein_coding	ILMN_1688452
LCMT1	protein_coding	ILMN_2336186
LCMT1	protein_coding	ILMN_2312709
LCMT1	protein_coding	ILMN_2336186
LCMT1	protein_coding	ILMN_2312709
LCMT1	protein_coding	ILMN_1688452
LCMT1	protein_coding	ILMN_2336186
LCMT1	protein_coding	ILMN_2312709
LCMT1	protein_coding	ILMN_1688452
LCMT1	protein_coding	ILMN_1688452
LCMT1	protein_coding	ILMN_2336186
LCMT1	protein_coding	ILMN_2312709
LCMT1	protein_coding	ILMN_1688452
LCMT1	protein_coding	ILMN_2336186
LCMT1	protein_coding	ILMN_2336186
LCMT1	protein_coding	ILMN_2312709
LCMT1	protein_coding	ILMN_2312709
ZKSCAN2	protein_coding	ILMN_1771135
ZKSCAN2	protein_coding	ILMN_1662651
HMGN2P3	processed_pseudogene	ILMN_1689327
NSMCE1	protein_coding	ILMN_1697962
IL4R	protein_coding	ILMN_1652185
IL4R	protein_coding	ILMN_1652185
IL4R	protein_coding	ILMN_1652185
IL4R	protein_coding	ILMN_1652185
IL21R	protein_coding	ILMN_1786609
IL21R	protein_coding	ILMN_1798204
IL21R	protein_coding	ILMN_1661687
IL21R	protein_coding	ILMN_1786609
IL21R	protein_coding	ILMN_1798204
IL21R	protein_coding	ILMN_1798204
GTF3C1	protein_coding	ILMN_1789839
GTF3C1	protein_coding	ILMN_1789839
GTF3C1	protein_coding	ILMN_1789839
GTF3C1	protein_coding	ILMN_1789839
GTF3C1	protein_coding	ILMN_1789839
GTF3C1	protein_coding	ILMN_1789839
KIAA0556	protein_coding	ILMN_1753426
GSG1L	protein_coding	ILMN_1671055
GSG1L	protein_coding	ILMN_1671055
GSG1L	protein_coding	ILMN_1671055
GSG1L	protein_coding	ILMN_1671055
XPO6	protein_coding	ILMN_1755235
XPO6	protein_coding	ILMN_1755235
XPO6	protein_coding	ILMN_1755235
SBK1	protein_coding	ILMN_1728298
AC009093.11	lncRNA	ILMN_1690064
AC009093.11	lncRNA	ILMN_1709164
AC138904.2	transcribed_unprocessed_pseudogene	ILMN_1700627
NPIPB6	protein_coding	ILMN_1735467
EIF3CL	protein_coding	ILMN_1725984
AC138894.4	unprocessed_pseudogene	ILMN_1700627
AC138894.1	protein_coding	ILMN_1669281
AC138894.1	protein_coding	ILMN_1735467
AC138894.1	protein_coding	ILMN_1758798
AC138894.1	protein_coding	ILMN_1669281
AC138894.1	protein_coding	ILMN_1669281
AC138894.1	protein_coding	ILMN_1669281
AC138894.1	protein_coding	ILMN_1702341
AC138894.1	protein_coding	ILMN_1669281
AC138894.1	protein_coding	ILMN_1669281
AC138894.1	protein_coding	ILMN_2394381
AC138894.1	protein_coding	ILMN_1669281
AC138894.1	protein_coding	ILMN_1669281
AC138894.1	protein_coding	ILMN_1669281
AC138894.1	protein_coding	ILMN_1669281
AC138894.1	protein_coding	ILMN_2394381
AC138894.1	protein_coding	ILMN_1669281
NPIPB7	protein_coding	ILMN_1735467
NPIPB7	protein_coding	ILMN_1758798
NPIPB7	protein_coding	ILMN_1778929
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
CLN3	protein_coding	ILMN_2394381
CLN3	protein_coding	ILMN_1669281
